study_id,start_date,end_date,total_cases,suspected_cases,confirmed_cases,probable_cases,date_onset,date_confirmation
Hendriksen 2015,2010-01-01,2010-01-30,17,17,,,F,F
Hendriksen 2015,2010-02-01,2010-02-28,1,1,,,F,F
Hendriksen 2015,2010-03-01,2010-03-30,0,0,,,F,F
Hendriksen 2015,2010-04-01,2010-04-30,20,20,,,F,F
Hendriksen 2015,2010-05-01,2010-05-30,16,16,,,F,F
Hendriksen 2015,2010-06-01,2010-06-30,16,16,,,F,F
Hendriksen 2015,2010-07-01,2010-07-30,4,4,,,F,F
Hendriksen 2015,2010-08-01,2010-08-30,3,3,,,F,F
Hendriksen 2015,2010-09-01,2010-09-30,19,19,,,F,F
Hendriksen 2015,2010-10-01,2010-10-30,8,8,,,F,F
Hendriksen 2015,2010-11-01,2010-11-30,83,83,,,F,F
Hendriksen 2015,2010-12-01,2010-12-30,74,74,,,F,F
Hendriksen 2015,2011-01-01,2011-01-30,104,104,,,F,F
Hendriksen 2015,2011-02-01,2011-02-28,62,62,,,F,F
Hendriksen 2015,2011-03-01,2011-03-30,81,81,,,F,F
Hendriksen 2015,2011-04-01,2011-04-30,101,101,,,F,F
Hendriksen 2015,2011-05-01,2011-05-30,81,81,,,F,F
Hendriksen 2015,2011-06-01,2011-06-30,47,47,,,F,F
Hendriksen 2015,2011-07-01,2011-07-30,49,49,,,F,F
Hendriksen 2015,2011-08-01,2011-08-30,36,36,,,F,F
Hendriksen 2015,2011-09-01,2011-09-30,30,30,,,F,F
Hendriksen 2015,2011-10-01,2011-10-30,70,70,,,F,F
Hendriksen 2015,2011-11-01,2011-11-30,34,34,,,F,F
Hendriksen 2015,2011-12-01,2011-12-30,87,87,,,F,F
Hendriksen 2015,2012-01-01,2012-01-30,190,190,,,F,F
Hendriksen 2015,2012-02-01,2012-02-29,246,246,,,F,F
Hendriksen 2015,2012-03-01,2012-03-30,109,109,,,F,F
Hendriksen 2015,2012-04-01,2012-04-30,134,134,,,F,F
Hendriksen 2015,2012-05-01,2012-05-30,128,128,,,F,F
Hendriksen 2015,2012-06-01,2012-06-30,76,76,,,F,F
Hendriksen 2015,2012-07-01,2012-07-30,43,43,,,F,F
Hendriksen 2015,2012-08-01,2012-08-30,23,23,,,F,F
Hendriksen 2015,2012-09-01,2012-09-30,48,48,,,F,F
Aye 2004,2000-08-10,2000-08-14,0,,,0,T,F
Aye 2004,2000-08-15,2000-08-20,1,,,1,T,F
Aye 2004,2000-08-21,2000-08-25,3,,,3,T,F
Aye 2004,2000-08-25,2000-08-30,2,,,2,T,F
Aye 2004,2000-08-31,2000-09-04,4,,,4,T,F
Aye 2004,2000-09-05,2000-09-09,6,,,6,T,F
Aye 2004,2000-09-10,2000-09-15,10,,,10,T,F
Aye 2004,2000-09-16,2000-09-20,3,,,3,T,F
Aye 2004,2000-09-21,2000-09-25,4,,,4,T,F
Aye 2004,2000-09-26,2000-09-30,0,,,0,T,F
Lewis 2005,2002-05-01,2002-05-01,10,10,,,F,F
Lewis 2005,2002-05-02,2002-05-02,7,7,,,F,F
Lewis 2005,2002-05-03,2002-05-03,12,12,,,F,F
Lewis 2005,2002-05-04,2002-05-04,8,8,,,F,F
Lewis 2005,2002-05-05,2002-05-05,9,9,,,F,F
Lewis 2005,2002-05-06,2002-05-06,9,9,,,F,F
Lewis 2005,2002-05-07,2002-05-07,7,7,,,F,F
Lewis 2005,2002-05-08,2002-05-08,8,8,,,F,F
Lewis 2005,2002-05-09,2002-05-09,14,14,,,F,F
Lewis 2005,2002-05-10,2002-05-10,7,7,,,F,F
Lewis 2005,2002-05-11,2002-05-11,17,17,,,F,F
Lewis 2005,2002-05-12,2002-05-12,10,10,,,F,F
Lewis 2005,2002-05-13,2002-05-13,7,7,,,F,F
Lewis 2005,2002-05-14,2002-05-14,9,9,,,F,F
Lewis 2005,2002-05-15,2002-05-15,7,7,,,F,F
Lewis 2005,2002-05-16,2002-05-16,7,7,,,F,F
Lewis 2005,2002-05-17,2002-05-17,7,7,,,F,F
Lewis 2005,2002-05-18,2002-05-18,12,12,,,F,F
Lewis 2005,2002-05-19,2002-05-19,15,15,,,F,F
Lewis 2005,2002-05-20,2002-05-20,12,12,,,F,F
Lewis 2005,2002-05-21,2002-05-21,22,22,,,F,F
Lewis 2005,2002-05-22,2002-05-22,26,26,,,F,F
Lewis 2005,2002-05-23,2002-05-23,12,12,,,F,F
Lewis 2005,2002-05-24,2002-05-24,50,50,,,F,F
Lewis 2005,2002-05-25,2002-05-25,52,52,,,F,F
Lewis 2005,2002-05-26,2002-05-26,68,68,,,F,F
Lewis 2005,2002-05-27,2002-05-27,97,97,,,F,F
Lewis 2005,2002-05-28,2002-05-28,97,97,,,F,F
Lewis 2005,2002-05-29,2002-05-29,92,92,,,F,F
Lewis 2005,2002-05-30,2002-05-30,72,72,,,F,F
Lewis 2005,2002-05-31,2002-05-31,116,116,,,F,F
Lewis 2005,2002-06-01,2002-06-01,83,83,,,F,F
Lewis 2005,2002-06-02,2002-06-02,234,234,,,F,F
Lewis 2005,2002-06-03,2002-06-03,180,180,,,F,F
Lewis 2005,2002-06-04,2002-06-04,179,179,,,F,F
Lewis 2005,2002-06-05,2002-06-05,143,143,,,F,F
Lewis 2005,2002-06-06,2002-06-06,187,187,,,F,F
Lewis 2005,2002-06-07,2002-06-07,140,140,,,F,F
Lewis 2005,2002-06-08,2002-06-08,121,121,,,F,F
Lewis 2005,2002-06-09,2002-06-09,273,273,,,F,F
Lewis 2005,2002-06-10,2002-06-10,134,134,,,F,F
Lewis 2005,2002-06-11,2002-06-11,190,190,,,F,F
Lewis 2005,2002-06-12,2002-06-12,215,215,,,F,F
Lewis 2005,2002-06-13,2002-06-13,190,190,,,F,F
Lewis 2005,2002-06-14,2002-06-14,165,165,,,F,F
Lewis 2005,2002-06-15,2002-06-15,82,82,,,F,F
Lewis 2005,2002-06-16,2002-06-16,180,180,,,F,F
Lewis 2005,2002-06-17,2002-06-17,155,155,,,F,F
Lewis 2005,2002-06-18,2002-06-18,137,137,,,F,F
Lewis 2005,2002-06-19,2002-06-19,139,139,,,F,F
Lewis 2005,2002-06-20,2002-06-20,100,100,,,F,F
Lewis 2005,2002-06-21,2002-06-21,105,105,,,F,F
Lewis 2005,2002-06-22,2002-06-22,61,61,,,F,F
Lewis 2005,2002-06-23,2002-06-23,102,102,,,F,F
Lewis 2005,2002-06-24,2002-06-24,121,121,,,F,F
Lewis 2005,2002-06-25,2002-06-25,113,113,,,F,F
Lewis 2005,2002-06-26,2002-06-26,121,121,,,F,F
Lewis 2005,2002-06-27,2002-06-27,74,74,,,F,F
Lewis 2005,2002-06-28,2002-06-28,79,79,,,F,F
Lewis 2005,2002-06-29,2002-06-29,35,35,,,F,F
Lewis 2005,2002-06-30,2002-06-30,107,107,,,F,F
Lewis 2005,2002-07-01,2002-07-01,70,70,,,F,F
Lewis 2005,2002-07-02,2002-07-02,76,76,,,F,F
Lewis 2005,2002-07-03,2002-07-03,76,76,,,F,F
Lewis 2005,2002-07-04,2002-07-04,86,86,,,F,F
Lewis 2005,2002-07-05,2002-07-05,79,79,,,F,F
Lewis 2005,2002-07-06,2002-07-06,14,14,,,F,F
Lewis 2005,2002-07-07,2002-07-07,65,65,,,F,F
Lewis 2005,2002-07-08,2002-07-08,70,70,,,F,F
Lewis 2005,2002-07-09,2002-07-09,61,61,,,F,F
Lewis 2005,2002-07-10,2002-07-10,71,71,,,F,F
Lewis 2005,2002-07-11,2002-07-11,65,65,,,F,F
Lewis 2005,2002-07-12,2002-07-12,42,42,,,F,F
Lewis 2005,2002-07-13,2002-07-13,27,27,,,F,F
Lewis 2005,2002-07-14,2002-07-14,44,44,,,F,F
Al-Sanouri 2008,2004-10-30,2004-11-05,5,5,,,F,F
Al-Sanouri 2008,2004-11-06,2004-11-12,0,0,,,F,F
Al-Sanouri 2008,2004-11-13,2004-11-19,5,5,,,F,F
Al-Sanouri 2008,2004-11-20,2004-11-26,12,12,,,F,F
Al-Sanouri 2008,2004-11-27,2004-12-03,16,16,,,F,F
Al-Sanouri 2008,2004-12-04,2004-12-10,17,17,,,F,F
Al-Sanouri 2008,2004-12-11,2004-12-17,22,22,,,F,F
Al-Sanouri 2008,2004-12-18,2004-12-24,6,6,,,F,F
Al-Sanouri 2008,2004-12-25,2004-12-31,0,0,,,F,F
Muyembe-Tamfum 2009,2004-10-01,2004-10-01,1,,,1,F,F
Muyembe-Tamfum 2009,2004-10-02,2004-10-02,0,,,0,F,F
Muyembe-Tamfum 2009,2004-10-03,2004-10-03,0,,,0,F,F
Muyembe-Tamfum 2009,2004-10-04,2004-10-04,0,,,0,F,F
Muyembe-Tamfum 2009,2004-10-05,2004-10-05,0,,,0,F,F
Muyembe-Tamfum 2009,2004-10-06,2004-10-06,0,,,0,F,F
Muyembe-Tamfum 2009,2004-10-07,2004-10-07,0,,,0,F,F
Muyembe-Tamfum 2009,2004-10-08,2004-10-08,2,,,2,F,F
Muyembe-Tamfum 2009,2004-10-09,2004-10-09,0,,,0,F,F
Muyembe-Tamfum 2009,2004-10-10,2004-10-10,0,,,0,F,F
Muyembe-Tamfum 2009,2004-10-11,2004-10-11,1,,,1,F,F
Muyembe-Tamfum 2009,2004-10-12,2004-10-12,0,,,0,F,F
Muyembe-Tamfum 2009,2004-10-13,2004-10-13,0,,,0,F,F
Muyembe-Tamfum 2009,2004-10-14,2004-10-14,1,,,1,F,F
Muyembe-Tamfum 2009,2004-10-15,2004-10-15,3,,,3,F,F
Muyembe-Tamfum 2009,2004-10-16,2004-10-16,0,,,0,F,F
Muyembe-Tamfum 2009,2004-10-17,2004-10-17,1,,,1,F,F
Muyembe-Tamfum 2009,2004-10-18,2004-10-18,0,,,0,F,F
Muyembe-Tamfum 2009,2004-10-19,2004-10-19,0,,,0,F,F
Muyembe-Tamfum 2009,2004-10-20,2004-10-20,0,,,0,F,F
Muyembe-Tamfum 2009,2004-10-21,2004-10-21,2,,,2,F,F
Muyembe-Tamfum 2009,2004-10-22,2004-10-22,1,,,1,F,F
Muyembe-Tamfum 2009,2004-10-23,2004-10-23,0,,,0,F,F
Muyembe-Tamfum 2009,2004-10-24,2004-10-24,0,,,0,F,F
Muyembe-Tamfum 2009,2004-10-25,2004-10-25,1,,,1,F,F
Muyembe-Tamfum 2009,2004-10-26,2004-10-26,1,,,1,F,F
Muyembe-Tamfum 2009,2004-10-27,2004-10-27,9,,,9,F,F
Muyembe-Tamfum 2009,2004-10-28,2004-10-28,2,,,2,F,F
Muyembe-Tamfum 2009,2004-10-29,2004-10-29,1,,,1,F,F
Muyembe-Tamfum 2009,2004-10-30,2004-10-30,0,,,0,F,F
Muyembe-Tamfum 2009,2004-10-31,2004-10-31,0,,,0,F,F
Muyembe-Tamfum 2009,2004-11-01,2004-11-01,2,,,2,F,F
Muyembe-Tamfum 2009,2004-11-02,2004-11-02,0,,,0,F,F
Muyembe-Tamfum 2009,2004-11-03,2004-11-03,0,,,0,F,F
Muyembe-Tamfum 2009,2004-11-04,2004-11-04,0,,,0,F,F
Muyembe-Tamfum 2009,2004-11-05,2004-11-05,3,,,3,F,F
Muyembe-Tamfum 2009,2004-11-06,2004-11-06,2,,,2,F,F
Muyembe-Tamfum 2009,2004-11-07,2004-11-07,2,,,2,F,F
Muyembe-Tamfum 2009,2004-11-08,2004-11-08,1,,,1,F,F
Muyembe-Tamfum 2009,2004-11-09,2004-11-09,1,,,1,F,F
Muyembe-Tamfum 2009,2004-11-10,2004-11-10,3,,,3,F,F
Muyembe-Tamfum 2009,2004-11-11,2004-11-11,0,,,0,F,F
Muyembe-Tamfum 2009,2004-11-12,2004-11-12,2,,,2,F,F
Muyembe-Tamfum 2009,2004-11-13,2004-11-13,2,,,2,F,F
Muyembe-Tamfum 2009,2004-11-14,2004-11-14,2,,,2,F,F
Muyembe-Tamfum 2009,2004-11-15,2004-11-15,2,,,2,F,F
Muyembe-Tamfum 2009,2004-11-16,2004-11-16,2,,,2,F,F
Muyembe-Tamfum 2009,2004-11-17,2004-11-17,2,,,2,F,F
Muyembe-Tamfum 2009,2004-11-18,2004-11-18,1,,,1,F,F
Muyembe-Tamfum 2009,2004-11-19,2004-11-19,1,,,1,F,F
Muyembe-Tamfum 2009,2004-11-20,2004-11-20,2,,,2,F,F
Muyembe-Tamfum 2009,2004-11-21,2004-11-21,0,,,0,F,F
Muyembe-Tamfum 2009,2004-11-22,2004-11-22,0,,,0,F,F
Muyembe-Tamfum 2009,2004-11-23,2004-11-23,1,,,1,F,F
Muyembe-Tamfum 2009,2004-11-24,2004-11-24,1,,,1,F,F
Muyembe-Tamfum 2009,2004-11-25,2004-11-25,1,,,1,F,F
Muyembe-Tamfum 2009,2004-11-26,2004-11-26,0,,,0,F,F
Muyembe-Tamfum 2009,2004-11-27,2004-11-27,10,,,10,F,F
Muyembe-Tamfum 2009,2004-11-28,2004-11-28,0,,,0,F,F
Muyembe-Tamfum 2009,2004-11-29,2004-11-29,0,,,0,F,F
Muyembe-Tamfum 2009,2004-11-30,2004-11-30,0,,,0,F,F
Muyembe-Tamfum 2009,2004-12-01,2004-12-01,9,,,9,F,F
Muyembe-Tamfum 2009,2004-12-02,2004-12-02,4,,,4,F,F
Muyembe-Tamfum 2009,2004-12-03,2004-12-03,1,,,1,F,F
Muyembe-Tamfum 2009,2004-12-04,2004-12-04,3,,,3,F,F
Muyembe-Tamfum 2009,2004-12-05,2004-12-05,6,,,6,F,F
Muyembe-Tamfum 2009,2004-12-06,2004-12-06,2,,,2,F,F
Muyembe-Tamfum 2009,2004-12-07,2004-12-07,8,,,8,F,F
Muyembe-Tamfum 2009,2004-12-08,2004-12-08,1,,,1,F,F
Muyembe-Tamfum 2009,2004-12-09,2004-12-09,4,,,4,F,F
Muyembe-Tamfum 2009,2004-12-10,2004-12-10,7,,,7,F,F
Muyembe-Tamfum 2009,2004-12-11,2004-12-11,6,,,6,F,F
Muyembe-Tamfum 2009,2004-12-12,2004-12-12,7,,,7,F,F
Muyembe-Tamfum 2009,2004-12-13,2004-12-13,5,,,5,F,F
Muyembe-Tamfum 2009,2004-12-14,2004-12-14,3,,,3,F,F
Muyembe-Tamfum 2009,2004-12-15,2004-12-15,3,,,3,F,F
Muyembe-Tamfum 2009,2004-12-16,2004-12-16,8,,,8,F,F
Muyembe-Tamfum 2009,2004-12-17,2004-12-17,5,,,5,F,F
Muyembe-Tamfum 2009,2004-12-18,2004-12-18,4,,,4,F,F
Muyembe-Tamfum 2009,2004-12-19,2004-12-19,0,,,0,F,F
Muyembe-Tamfum 2009,2004-12-20,2004-12-20,1,,,1,F,F
Muyembe-Tamfum 2009,2004-12-21,2004-12-21,1,,,1,F,F
Muyembe-Tamfum 2009,2004-12-22,2004-12-22,3,,,3,F,F
Muyembe-Tamfum 2009,2004-12-23,2004-12-23,1,,,1,F,F
Muyembe-Tamfum 2009,2004-12-24,2004-12-24,0,,,0,F,F
Muyembe-Tamfum 2009,2004-12-25,2004-12-25,0,,,0,F,F
Muyembe-Tamfum 2009,2004-12-26,2004-12-26,1,,,1,F,F
Muyembe-Tamfum 2009,2004-12-27,2004-12-27,3,,,3,F,F
Muyembe-Tamfum 2009,2004-12-28,2004-12-28,2,,,2,F,F
Muyembe-Tamfum 2009,2004-12-29,2004-12-29,0,,,0,F,F
Muyembe-Tamfum 2009,2004-12-30,2004-12-30,3,,,3,F,F
Muyembe-Tamfum 2009,2004-12-31,2004-12-31,8,,,8,F,F
Muyembe-Tamfum 2009,2005-01-01,2005-01-01,6,,,6,F,F
Muyembe-Tamfum 2009,2005-01-02,2005-01-02,2,,,2,F,F
Muyembe-Tamfum 2009,2005-01-03,2005-01-03,3,,,3,F,F
Muyembe-Tamfum 2009,2005-01-04,2005-01-04,2,,,2,F,F
Limpitikul 2014 (1),2009-10-01,2009-10-31,3,,3,,F,F
Limpitikul 2014 (1),2009-11-01,2009-11-30,17,,17,,F,F
Limpitikul 2014 (1),2009-12-01,2009-12-31,62,,62,,F,F
Limpitikul 2014 (1),2010-01-01,2010-01-31,34,,34,,F,F
Limpitikul 2014 (1),2010-02-01,2010-02-28,19,,19,,F,F
Limpitikul 2014 (1),2010-03-01,2010-03-31,2,,2,,F,F
Limpitikul 2014 (2),2010-09-01,2010-09-30,2,,2,,F,F
Limpitikul 2014 (2),2010-10-01,2010-10-31,5,,5,,F,F
Limpitikul 2014 (2),2010-11-01,2010-11-30,5,,5,,F,F
Limpitikul 2014 (2),2010-12-01,2010-12-31,31,,31,,F,F
Limpitikul 2014 (2),2011-01-01,2011-01-31,45,,45,,F,F
Limpitikul 2014 (2),2011-02-01,2011-02-28,42,,42,,F,F
Limpitikul 2014 (2),2011-03-01,2011-03-31,39,,39,,F,F
Limpitikul 2014 (2),2011-04-01,2011-04-30,15,,15,,F,F
Limpitikul 2014 (2),2011-05-01,2011-05-31,13,,13,,F,F
Limpitikul 2014 (2),2011-06-01,2011-06-30,32,,32,,F,F
Limpitikul 2014 (2),2011-07-01,2011-07-31,2,,2,,F,F
Neil 2012,2007-12-27,2008-01-02,1,1,,,T,F
Neil 2012,2008-01-03,2008-01-09,0,0,,,T,F
Neil 2012,2008-01-10,2008-01-16,2,2,,,T,F
Neil 2012,2008-01-17,2008-01-23,3,3,,,T,F
Neil 2012,2008-01-24,2008-01-30,2,2,,,T,F
Neil 2012,2008-01-31,2008-02-06,3,3,,,T,F
Neil 2012,2008-02-07,2008-02-13,1,1,,,T,F
Neil 2012,2008-02-14,2008-02-20,4,4,,,T,F
Neil 2012,2008-02-21,2008-02-27,2,2,,,T,F
Neil 2012,2008-02-28,2008-03-05,7,7,,,T,F
Neil 2012,2008-03-06,2008-03-12,3,3,,,T,F
Neil 2012,2008-03-13,2008-03-19,3,3,,,T,F
Neil 2012,2008-03-20,2008-03-26,2,2,,,T,F
Neil 2012,2008-03-27,2008-04-02,4,4,,,T,F
Neil 2012,2008-04-03,2008-04-09,3,3,,,T,F
Neil 2012,2008-04-10,2008-04-16,2,2,,,T,F
Neil 2012,2008-04-17,2008-04-23,3,3,,,T,F
Neil 2012,2008-04-24,2008-04-30,3,3,,,T,F
Neil 2012,2008-05-01,2008-05-07,6,6,,,T,F
Neil 2012,2008-05-08,2008-05-14,3,3,,,T,F
Neil 2012,2008-05-15,2008-05-21,3,3,,,T,F
Neil 2012,2008-05-22,2008-05-28,2,2,,,T,F
Neil 2012,2008-05-29,2008-06-04,1,1,,,T,F
Neil 2012,2008-06-05,2008-06-11,1,1,,,T,F
Neil 2012,2008-06-12,2008-06-18,2,2,,,T,F
Neil 2012,2008-06-19,2008-06-25,3,3,,,T,F
Neil 2012,2008-06-26,2008-07-02,2,2,,,T,F
Neil 2012,2008-07-03,2008-07-09,4,4,,,T,F
Neil 2012,2008-07-10,2008-07-16,7,7,,,T,F
Neil 2012,2008-07-17,2008-07-23,6,6,,,T,F
Neil 2012,2008-07-24,2008-07-30,1,1,,,T,F
Neil 2012,2008-07-31,2008-08-06,2,2,,,T,F
Neil 2012,2008-08-07,2008-08-13,1,1,,,T,F
Neil 2012,2008-08-14,2008-08-20,4,4,,,T,F
Neil 2012,2008-08-21,2008-08-27,1,1,,,T,F
Neil 2012,2008-08-28,2008-09-03,3,3,,,T,F
Neil 2012,2008-09-04,2008-09-10,2,2,,,T,F
Neil 2012,2008-09-11,2008-09-17,7,7,,,T,F
Neil 2012,2008-09-18,2008-09-24,3,3,,,T,F
Neil 2012,2008-09-25,2008-10-01,4,4,,,T,F
Neil 2012,2008-10-02,2008-10-08,6,6,,,T,F
Neil 2012,2008-10-09,2008-10-15,4,4,,,T,F
Neil 2012,2008-10-16,2008-10-22,10,10,,,T,F
Neil 2012,2008-10-23,2008-10-29,8,8,,,T,F
Neil 2012,2008-10-30,2008-11-05,12,12,,,T,F
Neil 2012,2008-11-06,2008-11-12,7,7,,,T,F
Neil 2012,2008-11-13,2008-11-19,15,15,,,T,F
Neil 2012,2008-11-20,2008-11-26,9,9,,,T,F
Neil 2012,2008-11-27,2008-12-03,16,16,,,T,F
Neil 2012,2008-12-04,2008-12-10,16,16,,,T,F
Neil 2012,2008-12-11,2008-12-17,27,27,,,T,F
Neil 2012,2008-12-18,2008-12-24,10,10,,,T,F
Neil 2012,2008-12-25,2008-12-31,12,12,,,T,F
Neil 2012,2009-01-01,2009-01-07,9,9,,,T,F
Neil 2012,2009-01-08,2009-01-14,3,3,,,T,F
Neil 2012,2009-01-15,2009-01-21,7,7,,,T,F
Neil 2012,2009-01-22,2009-01-28,7,7,,,T,F
Neil 2012,2009-01-29,2009-02-04,8,8,,,T,F
Neil 2012,2009-02-05,2009-02-11,11,11,,,T,F
Neil 2012,2009-02-12,2009-02-18,29,29,,,T,F
Neil 2012,2009-02-19,2009-02-25,28,28,,,T,F
Neil 2012,2009-02-26,2009-03-04,53,53,,,T,F
Neil 2012,2009-03-05,2009-03-11,45,45,,,T,F
Neil 2012,2009-03-12,2009-03-18,28,28,,,T,F
Neil 2012,2009-03-19,2009-03-25,11,11,,,T,F
Neil 2012,2009-03-26,2009-04-01,4,4,,,T,F
Neil 2012,2009-04-02,2009-04-08,0,0,,,T,F
Neil 2012,2009-04-09,2009-04-15,0,0,,,T,F
Neil 2012,2009-04-16,2009-04-22,1,1,,,T,F
Neil 2012,2009-04-23,2009-04-29,0,0,,,T,F
Neil 2012,2009-04-30,2009-05-06,0,0,,,T,F
Neil 2012,2009-05-07,2009-05-13,0,0,,,T,F
Neil 2012,2009-05-14,2009-05-20,0,0,,,T,F
Neil 2012,2009-05-21,2009-05-27,0,0,,,T,F
Neil 2012,2009-05-28,2009-06-03,1,1,,,T,F
Neil 2012,2009-06-04,2009-06-10,0,0,,,T,F
Neil 2012,2009-06-11,2009-06-17,0,0,,,T,F
Neil 2012,2009-06-18,2009-06-24,0,0,,,T,F
Neil 2012,2009-06-25,2009-07-01,1,1,,,T,F
Neil 2012,2009-07-02,2009-07-08,0,0,,,T,F
Lutterloh 2012,2009-03-01,2009-03-15,2,2,,,T,F
Lutterloh 2012,2009-03-16,2009-03-31,1,1,,,T,F
Lutterloh 2012,2009-04-01,2009-04-15,1,1,,,T,F
Lutterloh 2012,2009-04-16,2009-04-30,4,4,,,T,F
Lutterloh 2012,2009-05-01,2009-05-15,3,,,3,T,F
Lutterloh 2012,2009-05-16,2009-05-31,4,3,,1,T,F
Lutterloh 2012,2009-06-01,2009-06-15,12,9,1,2,T,F
Lutterloh 2012,2009-06-16,2009-06-30,7,6,,1,T,F
Lutterloh 2012,2009-07-01,2009-07-15,21,17,1,3,T,F
Lutterloh 2012,2009-07-16,2009-07-31,16,12,,4,T,F
Lutterloh 2012,2009-08-01,2009-08-15,22,20,,2,T,F
Lutterloh 2012,2009-08-16,2009-08-31,35,27,3,5,T,F
Lutterloh 2012,2009-09-01,2009-09-15,66,45,8,13,T,F
Lutterloh 2012,2009-09-16,2009-09-30,30,22,4,4,T,F
Lutterloh 2012,2009-10-01,2009-10-15,35,15,17,3,T,F
Lutterloh 2012,2009-10-16,2009-10-30,22,14,8,,T,F
Lutterloh 2012,2009-11-01,2009-11-13,8,7,1,,T,F
"Walters 2014, Kasese",2009-08-01,2009-08-31,18,18,,,T,F
"Walters 2014, Kasese",2009-09-01,2009-09-30,12,12,,,T,F
"Walters 2014, Kasese",2009-10-01,2009-10-31,11,11,,,T,F
"Walters 2014, Kasese",2009-11-01,2009-11-30,17,17,,,T,F
"Walters 2014, Kasese",2009-12-01,2009-12-31,17,17,,,T,F
"Walters 2014, Kasese",2010-01-01,2010-01-31,10,10,,,T,F
"Walters 2014, Kasese",2010-02-01,2010-02-28,19,19,,,T,F
"Walters 2014, Kasese",2010-03-01,2010-03-31,18,18,,,T,F
"Walters 2014, Kasese",2010-04-01,2010-04-30,15,15,,,T,F
"Walters 2014, Kasese",2010-05-01,2010-05-31,15,15,,,T,F
"Walters 2014, Kasese",2010-06-01,2010-06-30,20,20,,,T,F
"Walters 2014, Kasese",2010-07-01,2010-07-31,20,20,,,T,F
"Walters 2014, Kasese",2010-08-01,2010-08-31,15,15,,,T,F
"Walters 2014, Kasese",2010-09-01,2010-09-30,12,12,,,T,F
"Walters 2014, Kasese",2010-10-01,2010-10-31,15,15,,,T,F
"Walters 2014, Kasese",2010-11-01,2010-11-30,9,9,,,T,F
"Walters 2014, Kasese",2010-12-01,2010-12-31,18,18,,,T,F
"Walters 2014, Kasese",2011-01-01,2011-01-31,39,39,,,T,F
"Walters 2014, Kasese",2011-02-01,2011-02-28,26,26,,,T,F
"Walters 2014, Kasese",2011-03-01,2011-03-31,44,44,,,T,F
"Walters 2014, Kasese",2011-04-01,2011-04-30,38,38,,,T,F
"Walters 2014, Kasese",2011-05-01,2011-05-31,32,32,,,T,F
"Walters 2014, Kasese",2011-06-01,2011-06-30,33,33,,,T,F
"Walters 2014, Kasese",2011-07-01,2011-07-31,29,29,,,T,F
"Walters 2014, Kasese",2011-08-01,2011-08-31,19,19,,,T,F
"Walters 2014, Kasese",2011-09-01,2011-09-30,19,19,,,T,F
"Walters 2014, Kasese",2011-10-01,2011-10-31,28,28,,,T,F
"Walters 2014, Kasese",2011-11-01,2011-11-30,90,90,,,T,F
"Walters 2014, Kasese",2011-12-01,2011-12-31,37,37,,,T,F
"Walters 2014, Bundibugyo",2011-01-01,2011-01-31,3,3,,,T,F
"Walters 2014, Bundibugyo",2011-02-01,2011-02-28,1,1,,,T,F
"Walters 2014, Bundibugyo",2011-03-01,2011-03-31,2,2,,,T,F
"Walters 2014, Bundibugyo",2011-04-01,2011-04-30,3,3,,,T,F
"Walters 2014, Bundibugyo",2011-05-01,2011-05-31,8,8,,,T,F
"Walters 2014, Bundibugyo",2011-06-01,2011-06-30,11,11,,,T,F
"Walters 2014, Bundibugyo",2011-07-01,2011-07-31,19,19,,,T,F
"Walters 2014, Bundibugyo",2011-08-01,2011-08-31,72,72,,,T,F
"Walters 2014, Bundibugyo",2011-09-01,2011-09-30,17,17,,,T,F
"Walters 2014, Bundibugyo",2011-10-01,2011-10-31,64,64,,,T,F
"Walters 2014, Bundibugyo",2011-11-01,2011-11-30,76,76,,,T,F
"Walters 2014, Bundibugyo",2011-12-01,2011-12-31,17,17,,,T,F
Ali 2017,2011-11-06,2011-11-12,0,0,,,F,F
Ali 2017,2011-11-13,2011-11-19,0,0,,,F,F
Ali 2017,2011-11-20,2011-11-26,150,150,,,F,F
Ali 2017,2011-11-27,2011-12-03,164,164,,,F,F
Ali 2017,2011-12-04,2011-12-10,353,353,,,F,F
Ali 2017,2011-12-11,2011-12-17,240,240,,,F,F
Ali 2017,2011-12-18,2011-12-24,237,237,,,F,F
Ali 2017,2011-12-25,2011-12-31,185,185,,,F,F
Ali 2017,2012-01-01,2012-01-07,105,105,,,F,F
Ali 2017,2012-01-08,2012-01-14,29,29,,,F,F
Polonsky 2014_Kuwadzana,2011-10-06,2011-10-12,0,0,,,T,F
Polonsky 2014_Kuwadzana,2011-10-13,2011-10-19,0,0,,,T,F
Polonsky 2014_Kuwadzana,2011-10-20,2011-10-26,0,0,,,T,F
Polonsky 2014_Kuwadzana,2011-10-27,2011-11-02,5,5,,,T,F
Polonsky 2014_Kuwadzana,2011-11-03,2011-11-09,6,6,,,T,F
Polonsky 2014_Kuwadzana,2011-11-10,2011-11-16,8,8,,,T,F
Polonsky 2014_Kuwadzana,2011-11-17,2011-11-23,9,9,,,T,F
Polonsky 2014_Kuwadzana,2011-11-24,2011-11-30,12,12,,,T,F
Polonsky 2014_Kuwadzana,2011-12-01,2011-12-07,30,30,,,T,F
Polonsky 2014_Kuwadzana,2011-12-08,2011-12-14,9,9,,,T,F
Polonsky 2014_Kuwadzana,2011-12-15,2011-12-21,3,3,,,T,F
